SID,entry,evaluation,replacement
898793,debate about,EXCLUDE,EXCLUDE
898793,whether,EXCLUDE,EXCLUDE
898793,tomatoes,REPLACE,tomato
898793,are,EXCLUDE,EXCLUDE
898793,vegetables,EXCLUDE,EXCLUDE
898793,I think a,EXCLUDE,EXCLUDE
898793,plants,REPLACE,eggplant
898793,and,EXCLUDE,EXCLUDE
898793,asparagus,FOUND,asparagus
898793,green,EXCLUDE,EXCLUDE
898793,beans,REPLACE,soybean
898793,snow,REPLACE,snow pea
898793,peas,REPLACE,pea
898793,don't,EXCLUDE,EXCLUDE
898793,think,EXCLUDE,EXCLUDE
898793,you're,EXCLUDE,EXCLUDE
898793,bitter,EXCLUDE,EXCLUDE
898793,melon,EXCLUDE,EXCLUDE
898793,I think,EXCLUDE,EXCLUDE
898793,it's,EXCLUDE,EXCLUDE
898793,a,EXCLUDE,EXCLUDE
898793,fruit,EXCLUDE,EXCLUDE
898793,cauliflower,FOUND,cauliflower
898793,broccoli,FOUND,broccoli
898793,squash,FOUND,squash
898793,and,EXCLUDE,EXCLUDE
898793,I think,EXCLUDE,EXCLUDE
898793,squash,FOUND,squash
898793,a vegetable,EXCLUDE,EXCLUDE
898793,or,REPLACE,okra
898793,actually,EXCLUDE,EXCLUDE
898793,don't,EXCLUDE,EXCLUDE
898793,know,EXCLUDE,EXCLUDE
898793,it's,EXCLUDE,EXCLUDE
898793,pumpkins,REPLACE,pumpkin
898793,and all,EXCLUDE,EXCLUDE
898793,those things,EXCLUDE,EXCLUDE
898793,categorizes,EXCLUDE,EXCLUDE
898793,vegetables,EXCLUDE,EXCLUDE
898793,no,EXCLUDE,EXCLUDE
898793,string,EXCLUDE,EXCLUDE
898793,beans,REPLACE,soybean
898793,legumes,EXCLUDE,EXCLUDE
898793,are we,EXCLUDE,EXCLUDE
898793,no,EXCLUDE,EXCLUDE
898793,beans or legumes,EXCLUDE,EXCLUDE
898793,I,EXCLUDE,EXCLUDE
898793,don't,EXCLUDE,EXCLUDE
898793,think those,EXCLUDE,EXCLUDE
898793,are,EXCLUDE,EXCLUDE
898793,vegetables,EXCLUDE,EXCLUDE
898793,what else,EXCLUDE,EXCLUDE
898793,is there,EXCLUDE,EXCLUDE
898793,I think a,EXCLUDE,EXCLUDE
898793,radish,FOUND,radish
898793,would be,EXCLUDE,EXCLUDE
898793,one and,EXCLUDE,EXCLUDE
898793,then,EXCLUDE,EXCLUDE
898793,edamame,FOUND,edamame
898793,maybe,EXCLUDE,EXCLUDE
898793,and,EXCLUDE,EXCLUDE
898793,and,EXCLUDE,EXCLUDE
898793,cucumber,FOUND,cucumber
898793,and,EXCLUDE,EXCLUDE
898793,cucumbers,REPLACE,cucumber
898793,a,EXCLUDE,EXCLUDE
898793,fruit,EXCLUDE,EXCLUDE
920371,Brockway,EXCLUDE,EXCLUDE
920371,basil,EXCLUDE,EXCLUDE
920371,weather,EXCLUDE,EXCLUDE
920371,asparagus,FOUND,asparagus
920371,carrots,REPLACE,carrot
920371,okra,FOUND,okra
920371,celery,FOUND,celery
920371,spinach,FOUND,spinach
920371,cilantro,FOUND,cilantro
920371,bean,REPLACE,soybean
920371,sprouts,EXCLUDE,EXCLUDE
920371,mint,EXCLUDE,EXCLUDE
920371,cabbage,FOUND,cabbage
610108,carrots,REPLACE,carrot
610108,broccoli,FOUND,broccoli
610108,cauliflower,FOUND,cauliflower
610108,lettuce,FOUND,lettuce
610108,kale,FOUND,kale
610108,beet,REPLACE,beetroot
610108,arugula,FOUND,arugula
610108,spinach,FOUND,spinach
610108,artichoke,FOUND,artichoke
610108,perilla,REPLACE,pea
610108,leaf,EXCLUDE,EXCLUDE
610108,eggplant,FOUND,eggplant
610108,mushroom,FOUND,mushroom
610108,asparagus,FOUND,asparagus
610108,shiitake,EXCLUDE,EXCLUDE
610108,mushroom,FOUND,mushroom
610108,bell,EXCLUDE,EXCLUDE
610108,pepper,EXCLUDE,EXCLUDE
610108,cucumber,FOUND,cucumber
610108,tomato,FOUND,tomato
610108,beans,REPLACE,soybean
610108,garbanzo,EXCLUDE,EXCLUDE
610108,beans,REPLACE,soybean
