SID,entry,evaluation,replacement
65cb586172a8853f26cc8eec,clementines,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,and,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,noodles,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,ramen,REPLACE,cream
65cb586172a8853f26cc8eec,noodles,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,instant,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,Ramen,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,soup,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,Stu,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,croissant,FOUND,croissant
65cb586172a8853f26cc8eec,turkey,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,ham,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,and,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,Subway,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,Panera,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,McDonald's,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,Burger King,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,Wendy's,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,Arby's,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,Shake,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,Shack,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,Five,REPLACE,chives
65cb586172a8853f26cc8eec,Guys,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,spaghetti,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,Hosta,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,and,EXCLUDE,EXCLUDE
65cb586172a8853f26cc8eec,rice,REPLACE,brioche
65cb586172a8853f26cc8eec,salad,REPLACE,ham salad
65cb586172a8853f26cc8eec,sauce,REPLACE,sage
5fc6df58f380620a09116434,banana,FOUND,banana
5fc6df58f380620a09116434,bread,FOUND,bread
5fc6df58f380620a09116434,Apple,REPLACE,apple
5fc6df58f380620a09116434,artichoke,FOUND,artichoke
5fc6df58f380620a09116434,anchovy,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,cucumber,FOUND,cucumber
5fc6df58f380620a09116434,carrot,FOUND,carrot
5fc6df58f380620a09116434,casserole,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,Danish,REPLACE,radish
5fc6df58f380620a09116434,eggs,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,fish,REPLACE,radish
5fc6df58f380620a09116434,french,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,fries,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,fast food,REPLACE,seafood
5fc6df58f380620a09116434,figs,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,bananas,REPLACE,banana
5fc6df58f380620a09116434,blueberries,REPLACE,blueberry
5fc6df58f380620a09116434,blackberries,REPLACE,blackberry
5fc6df58f380620a09116434,raspberry,FOUND,raspberry
5fc6df58f380620a09116434,strawberries,REPLACE,strawberry
5fc6df58f380620a09116434,eggplant,FOUND,eggplant
5fc6df58f380620a09116434,egg rolls,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,pesto,REPLACE,peas
5fc6df58f380620a09116434,marinara,REPLACE,marjoram
5fc6df58f380620a09116434,sauce,REPLACE,sage
5fc6df58f380620a09116434,pasta,REPLACE,peas
5fc6df58f380620a09116434,rice,REPLACE,brioche
5fc6df58f380620a09116434,meat,REPLACE,tomato
5fc6df58f380620a09116434,chicken,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,duck,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,turkey,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,lamb,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,beef,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,hamburger,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,hot dog,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,cheeseburger,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,tomato,FOUND,tomato
5fc6df58f380620a09116434,lettuce,FOUND,lettuce
5fc6df58f380620a09116434,pickle,REPLACE,pancake
5fc6df58f380620a09116434,onion,FOUND,onion
5fc6df58f380620a09116434,ketchup,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,Mayo,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,mustard,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,meatball,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,spaghetti,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,penne,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,garlic,FOUND,garlic
5fc6df58f380620a09116434,bread,FOUND,bread
5fc6df58f380620a09116434,waffle,FOUND,waffle
5fc6df58f380620a09116434,pancake,FOUND,pancake
5fc6df58f380620a09116434,orange,FOUND,orange
5fc6df58f380620a09116434,grape,REPLACE,grapes
5fc6df58f380620a09116434,strawberry,FOUND,strawberry
5fc6df58f380620a09116434,Mandarin,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,Tangerine,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,grapefruit,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,watermelon,FOUND,watermelon
5fc6df58f380620a09116434,kale,FOUND,kale
5fc6df58f380620a09116434,spinach,FOUND,spinach
5fc6df58f380620a09116434,sweet,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,potato,FOUND,potato
5fc6df58f380620a09116434,potato,FOUND,potato
5fc6df58f380620a09116434,bell,REPLACE,bagel
5fc6df58f380620a09116434,pepper,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,broccoli,FOUND,broccoli
5fc6df58f380620a09116434,squash,FOUND,squash
5fc6df58f380620a09116434,zucchini,FOUND,zucchini
5fc6df58f380620a09116434,salad,REPLACE,ham salad
5fc6df58f380620a09116434,dressing,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,Salad,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,utensils,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,granola,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,bar,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,granola,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,oatmeal,REPLACE,oat milk
5fc6df58f380620a09116434,egg,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,non,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,spicy,REPLACE,spinach
5fc6df58f380620a09116434,seasoning,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,cornmeal,REPLACE,corn
5fc6df58f380620a09116434,cornbread,REPLACE,bread
5fc6df58f380620a09116434,pie,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,pastry,REPLACE,parsley
5fc6df58f380620a09116434,cake,REPLACE,pancake
5fc6df58f380620a09116434,cookie,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,cupcake,REPLACE,pancake
5fc6df58f380620a09116434,fruit,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,snacks,REPLACE,spinach
5fc6df58f380620a09116434,ice cream,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,Pizza,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,burgers,REPLACE,butter
5e8a76b3939b3072dc76fb5c,chicken,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,chicken nuggets,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,chicken,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,tenders,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,macaroni and,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,cheese,FOUND,cheese
5e8a76b3939b3072dc76fb5c,spaghetti,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,Hosta,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,General,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,Tso's,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,sesame,REPLACE,sage
5e8a76b3939b3072dc76fb5c,chicken,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,orange,FOUND,orange
5e8a76b3939b3072dc76fb5c,chicken,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,Chinese,REPLACE,chives
5e8a76b3939b3072dc76fb5c,pad,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,thai,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,stir-fried,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,vegetables,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,broccoli,FOUND,broccoli
5e8a76b3939b3072dc76fb5c,celery,FOUND,celery
5e8a76b3939b3072dc76fb5c,sandwiches,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,tacos,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,quesadillas,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,rice,REPLACE,brioche
5e8a76b3939b3072dc76fb5c,beans,REPLACE,peas
5e8a76b3939b3072dc76fb5c,sushi,REPLACE,squash
5e8a76b3939b3072dc76fb5c,lasagna,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,free,REPLACE,crepe
5e8a76b3939b3072dc76fb5c,eggs,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,bacon,REPLACE,corn
5e8a76b3939b3072dc76fb5c,sausage,REPLACE,sage
5e8a76b3939b3072dc76fb5c,steak,REPLACE,tea
5e8a76b3939b3072dc76fb5c,lobster,REPLACE,butter
5e8a76b3939b3072dc76fb5c,crab,REPLACE,cream
5e8a76b3939b3072dc76fb5c,shrimp,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,scallops,REPLACE,shallot
5e8a76b3939b3072dc76fb5c,venison,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,April's,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,wontons,REPLACE,onion
6595e3b4dc9090390e4edb5f,cookies,REPLACE,chives
6595e3b4dc9090390e4edb5f,crackers,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,biscuit,FOUND,biscuit
6595e3b4dc9090390e4edb5f,burrito,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,tacos,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,cake,REPLACE,pancake
6595e3b4dc9090390e4edb5f,chocolate,FOUND,chocolate
6595e3b4dc9090390e4edb5f,cheese,FOUND,cheese
6595e3b4dc9090390e4edb5f,dumpling,REPLACE,pumpkin
6595e3b4dc9090390e4edb5f,noodles,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,route,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,Hamburger,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,Fries,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,pizza,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,hot dog,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,ice cream,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,chicken,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,steak,REPLACE,tea
6595e3b4dc9090390e4edb5f,pork,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,jerky,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,yam,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,fish,REPLACE,radish
6595e3b4dc9090390e4edb5f,shrimp,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,crab,REPLACE,cream
6595e3b4dc9090390e4edb5f,Lobster,REPLACE,butter
6595e3b4dc9090390e4edb5f,hey,REPLACE,cherry
6595e3b4dc9090390e4edb5f,milk,FOUND,milk
6595e3b4dc9090390e4edb5f,pasta,REPLACE,peas
6595e3b4dc9090390e4edb5f,sushi,REPLACE,squash
6595e3b4dc9090390e4edb5f,rice,REPLACE,brioche
6595e3b4dc9090390e4edb5f,soda,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,bacon,REPLACE,corn
6595e3b4dc9090390e4edb5f,vegetables,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,waffle,FOUND,waffle
6595e3b4dc9090390e4edb5f,cereal,REPLACE,cream
6595e3b4dc9090390e4edb5f,oatmeal,REPLACE,oat milk
65512e3cc12f463bc327b7c3,mac,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,and cheese,REPLACE,cheese
65512e3cc12f463bc327b7c3,Eminem's,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,Pizza,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,corn,FOUND,corn
65512e3cc12f463bc327b7c3,on the,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,cob,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,french,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,fries,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,hamburger,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,tacos,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,grapes,FOUND,grapes
65512e3cc12f463bc327b7c3,chicken nuggets,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,chicken,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,breast,REPLACE,bread
65512e3cc12f463bc327b7c3,chicken,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,patty,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,tortilla,FOUND,tortilla
65512e3cc12f463bc327b7c3,pasta,REPLACE,peas
65512e3cc12f463bc327b7c3,fruit,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,roll-ups,REPLACE,roll
65512e3cc12f463bc327b7c3,popcorn,REPLACE,corn
65512e3cc12f463bc327b7c3,spaghetti,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,garlic,FOUND,garlic
65512e3cc12f463bc327b7c3,bread,FOUND,bread
65512e3cc12f463bc327b7c3,lemon,FOUND,lemon
65512e3cc12f463bc327b7c3,bars,REPLACE,basil
65512e3cc12f463bc327b7c3,bread,FOUND,bread
65512e3cc12f463bc327b7c3,Cheez-Its,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,vanilla,FOUND,vanilla
65512e3cc12f463bc327b7c3,wafers,REPLACE,waffle
65512e3cc12f463bc327b7c3,coffee,FOUND,coffee
65512e3cc12f463bc327b7c3,cake,REPLACE,pancake
61035836646fb6ee2152f950,meat,REPLACE,tomato
61035836646fb6ee2152f950,Seafood,REPLACE,seafood
61035836646fb6ee2152f950,tofu,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,chicken,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,beef,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,pork,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,ketchup,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,mustard,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,protein,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,powder,REPLACE,pear
61035836646fb6ee2152f950,Sriracha,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,barbecue,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,sauce,REPLACE,sage
61035836646fb6ee2152f950,potatoes,REPLACE,potato
61035836646fb6ee2152f950,cool,REPLACE,cocoa
61035836646fb6ee2152f950,girls,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,corn,FOUND,corn
61035836646fb6ee2152f950,beans,REPLACE,peas
61035836646fb6ee2152f950,rice,REPLACE,brioche
61035836646fb6ee2152f950,tomato,FOUND,tomato
61035836646fb6ee2152f950,kale,FOUND,kale
61035836646fb6ee2152f950,celery,FOUND,celery
61035836646fb6ee2152f950,Beats,REPLACE,peas
61035836646fb6ee2152f950,popcorn,REPLACE,corn
61035836646fb6ee2152f950,corn,FOUND,corn
61035836646fb6ee2152f950,oil,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,batter,REPLACE,butter
61035836646fb6ee2152f950,pancakes,REPLACE,pancake
61035836646fb6ee2152f950,waffles,REPLACE,waffle
61035836646fb6ee2152f950,syrup,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,buns,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,bread,FOUND,bread
61035836646fb6ee2152f950,crostini,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,nutritional,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,yeast,REPLACE,peas
61035836646fb6ee2152f950,pepper,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,salt,REPLACE,shallot
61035836646fb6ee2152f950,oregano,FOUND,oregano
61035836646fb6ee2152f950,pepper,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,Pizza,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,bell,REPLACE,bagel
61035836646fb6ee2152f950,peppers,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,tacos,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,burritos,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,Hibachi,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,Sushi,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,fried chicken,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,burgers,REPLACE,butter
5ed9311e1a69d449577bb8cf,chicken nuggets,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,chicken,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,sandwiches,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,fries,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,hey,REPLACE,cherry
5ed9311e1a69d449577bb8cf,cookies,REPLACE,chives
5ed9311e1a69d449577bb8cf,guava,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,puffs,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,oatmeal,REPLACE,oat milk
5ed9311e1a69d449577bb8cf,shrimp,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,hot dogs,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,ribs,REPLACE,radish
5ed9311e1a69d449577bb8cf,fish,REPLACE,radish
5ed9311e1a69d449577bb8cf,salmon,REPLACE,lemon
5ed9311e1a69d449577bb8cf,broccoli,FOUND,broccoli
5ed9311e1a69d449577bb8cf,chicken,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,bowls,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,steak,REPLACE,tea
5ed9311e1a69d449577bb8cf,bowls,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,rice,REPLACE,brioche
5ed9311e1a69d449577bb8cf,soup,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,lentils,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,beans,REPLACE,peas
5ed9311e1a69d449577bb8cf,tomato,FOUND,tomato
5ed9311e1a69d449577bb8cf,soup,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,eggs,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,bacon,REPLACE,corn
5ed9311e1a69d449577bb8cf,Brad,REPLACE,bread
5ed9311e1a69d449577bb8cf,chicken,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,wings,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,who is,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,ice cream,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,chocolate,FOUND,chocolate
5c4a428161c51f0001e96b3f,bread,FOUND,bread
5c4a428161c51f0001e96b3f,cheese,FOUND,cheese
5c4a428161c51f0001e96b3f,and,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,grapes,FOUND,grapes
5c4a428161c51f0001e96b3f,banana,FOUND,banana
5c4a428161c51f0001e96b3f,rice,REPLACE,brioche
5c4a428161c51f0001e96b3f,pasta,REPLACE,peas
5c4a428161c51f0001e96b3f,shredded,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,cheese,FOUND,cheese
5c4a428161c51f0001e96b3f,pineapple,FOUND,pineapple
5c4a428161c51f0001e96b3f,strawberries,REPLACE,strawberry
5c4a428161c51f0001e96b3f,blueberries,REPLACE,blueberry
5c4a428161c51f0001e96b3f,raspberries,REPLACE,raspberry
5c4a428161c51f0001e96b3f,steak,REPLACE,tea
5c4a428161c51f0001e96b3f,beef,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,chicken,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,pork,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,lamb,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,go,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,duck,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,salmon,REPLACE,lemon
5c4a428161c51f0001e96b3f,halibut,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,groover,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,shrimp,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Lobster,REPLACE,butter
5c4a428161c51f0001e96b3f,mushrooms,REPLACE,mushroom
5c4a428161c51f0001e96b3f,carrots,REPLACE,carrot
5c4a428161c51f0001e96b3f,celery,FOUND,celery
5c4a428161c51f0001e96b3f,onion,FOUND,onion
5c4a428161c51f0001e96b3f,garlic,FOUND,garlic
5c4a428161c51f0001e96b3f,lemons,REPLACE,lemon
5c4a428161c51f0001e96b3f,oranges,REPLACE,orange
5c4a428161c51f0001e96b3f,grapefruit,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,salad,REPLACE,ham salad
5c4a428161c51f0001e96b3f,arugula,FOUND,arugula
5c4a428161c51f0001e96b3f,figs,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Aries,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Tomatoes,REPLACE,tomato
5c4a428161c51f0001e96b3f,potatoes,REPLACE,potato
5c4a428161c51f0001e96b3f,shallots,REPLACE,shallot
5c4a428161c51f0001e96b3f,zucchini,FOUND,zucchini
5c4a428161c51f0001e96b3f,eggplant,FOUND,eggplant
5c4a428161c51f0001e96b3f,Ginger,REPLACE,ginger
5c4a428161c51f0001e96b3f,time,REPLACE,lime
5c4a428161c51f0001e96b3f,rosemary,FOUND,rosemary
5c4a428161c51f0001e96b3f,butter,FOUND,butter
